Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Amoxistatin,Antibiotic,Drops,547 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Acetostatin,Antiseptic,Capsule,631 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Clarimycin,Antiseptic,Capsule,577 mg,Novartis AG,Virus,Over-the-Counter
Cefcillin,Antibiotic,Tablet,747 mg,Novo Nordisk A/S,Infection,Prescription
Ibuprocillin,Antibiotic,Injection,162 mg,Amgen Inc.,Depression,Prescription
Clarinazole,Antidepressant,Drops,445 mg,Novartis AG,Virus,Over-the-Counter
Acetomet,Antidiabetic,Tablet,624 mg,Bayer AG,Fungus,Over-the-Counter
Dextrocillin,Antidepressant,Ointment,662 mg,AstraZeneca plc,Fungus,Over-the-Counter
Cefphen,Antipyretic,Inhaler,8 mg,Bayer AG,Diabetes,Over-the-Counter
Cefnazole,Antiseptic,Drops,442 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Ibuprovir,Antipyretic,Capsule,72 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Amoxistatin,Antidepressant,Capsule,516 mg,Bristol-Myers Squibb Company,Pain,Prescription
Cefstatin,Antiseptic,Inhaler,829 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Doloprofen,Antiviral,Syrup,988 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Acetovir,Antiseptic,Capsule,97 mg,Bristol-Myers Squibb Company,Pain,Prescription
Acetophen,Antipyretic,Injection,72 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Amoximycin,Antipyretic,Syrup,603 mg,Pfizer Inc.,Depression,Prescription
Acetonazole,Antidiabetic,Inhaler,220 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Clariprofen,Antiviral,Cream,9 mg,Bayer AG,Virus,Prescription
Dolophen,Antiviral,Ointment,963 mg,"Merck & Co., Inc.",Pain,Prescription
Dextroprofen,Antiviral,Syrup,163 mg,AstraZeneca plc,Depression,Prescription
Dolomycin,Antiviral,Cream,741 mg,Johnson & Johnson,Fever,Over-the-Counter
Amoximet,Antiviral,Ointment,43 mg,Amgen Inc.,Fungus,Over-the-Counter
Clarinazole,Antidepressant,Cream,937 mg,CSL Limited,Virus,Over-the-Counter
Clarimet,Antiseptic,Capsule,686 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Amoxinazole,Antiviral,Tablet,6 mg,Roche Holding AG,Virus,Over-the-Counter
Dextromycin,Antiviral,Drops,246 mg,AbbVie Inc.,Infection,Prescription
Acetostatin,Antidepressant,Capsule,391 mg,Sanofi S.A.,Depression,Over-the-Counter
Acetophen,Antiseptic,Ointment,198 mg,GlaxoSmithKline plc,Pain,Prescription
Acetomet,Antipyretic,Syrup,38 mg,Amgen Inc.,Virus,Prescription
Amoxiphen,Analgesic,Syrup,141 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Dolostatin,Antidepressant,Tablet,867 mg,Biogen Inc.,Virus,Over-the-Counter
Ibuprophen,Antiviral,Cream,882 mg,Roche Holding AG,Fever,Over-the-Counter
Metomet,Antidepressant,Injection,351 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Clariphen,Analgesic,Capsule,707 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Ibuprovir,Antibiotic,Syrup,943 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Acetoprofen,Antipyretic,Syrup,70 mg,AstraZeneca plc,Wound,Prescription
Metomycin,Antifungal,Injection,686 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Dolophen,Antiviral,Ointment,601 mg,AbbVie Inc.,Wound,Over-the-Counter
Cefmycin,Antiseptic,Drops,984 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Acetomet,Antipyretic,Capsule,339 mg,Biogen Inc.,Fungus,Prescription
Amoximet,Analgesic,Ointment,644 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Amoxiprofen,Antiseptic,Drops,623 mg,AbbVie Inc.,Depression,Over-the-Counter
Dolostatin,Analgesic,Cream,45 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Claristatin,Antidepressant,Drops,9 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Clariprofen,Antifungal,Ointment,49 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Metomycin,Antidepressant,Drops,499 mg,Novo Nordisk A/S,Wound,Prescription
Metomet,Antiviral,Drops,220 mg,Pfizer Inc.,Virus,Over-the-Counter
Amoximycin,Antidepressant,Syrup,422 mg,Roche Holding AG,Infection,Over-the-Counter
Acetocillin,Antidepressant,Inhaler,261 mg,Novo Nordisk A/S,Virus,Prescription
Dolovir,Antiseptic,Injection,808 mg,Roche Holding AG,Fungus,Over-the-Counter
Dolomet,Analgesic,Drops,718 mg,Eli Lilly and Company,Fungus,Prescription
Ibupromycin,Antifungal,Inhaler,713 mg,Amgen Inc.,Depression,Over-the-Counter
Metovir,Analgesic,Inhaler,563 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dextromet,Antiviral,Capsule,588 mg,CSL Limited,Wound,Prescription
Amoxivir,Antidepressant,Drops,117 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Dolomycin,Antiseptic,Cream,169 mg,Novartis AG,Fever,Over-the-Counter
Ibupromycin,Antiseptic,Injection,43 mg,Bristol-Myers Squibb Company,Pain,Prescription
Metomycin,Antiviral,Inhaler,668 mg,Pfizer Inc.,Pain,Over-the-Counter
Ibupromet,Antifungal,Tablet,695 mg,AbbVie Inc.,Infection,Prescription
Claricillin,Antiviral,Tablet,160 mg,Pfizer Inc.,Fever,Over-the-Counter
Acetocillin,Antipyretic,Syrup,55 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Amoximet,Analgesic,Inhaler,177 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Acetomet,Analgesic,Ointment,298 mg,Novartis AG,Infection,Prescription
Clarimet,Antiseptic,Tablet,531 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Ibuprostatin,Antibiotic,Drops,454 mg,Amgen Inc.,Depression,Prescription
Cefcillin,Antipyretic,Tablet,798 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Dolomet,Analgesic,Ointment,677 mg,Novartis AG,Wound,Over-the-Counter
Ibuprocillin,Antifungal,Inhaler,888 mg,Sanofi S.A.,Fever,Over-the-Counter
Cefphen,Antiviral,Drops,561 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Amoxivir,Antidiabetic,Ointment,816 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Metocillin,Antidiabetic,Tablet,385 mg,AbbVie Inc.,Infection,Over-the-Counter
Clarimycin,Antipyretic,Cream,926 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Cefcillin,Antifungal,Cream,486 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Claricillin,Analgesic,Injection,614 mg,Amgen Inc.,Depression,Over-the-Counter
Dextrovir,Antifungal,Tablet,295 mg,Novartis AG,Diabetes,Over-the-Counter
Dolovir,Antifungal,Syrup,653 mg,Roche Holding AG,Diabetes,Over-the-Counter
Dextromycin,Analgesic,Tablet,240 mg,Sanofi S.A.,Diabetes,Prescription
Clarimet,Antidiabetic,Capsule,576 mg,Amgen Inc.,Infection,Prescription
Ibuprovir,Antipyretic,Capsule,220 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Acetovir,Antifungal,Capsule,96 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Acetomycin,Antiseptic,Injection,364 mg,Novartis AG,Diabetes,Prescription
Dolomet,Antibiotic,Syrup,7 mg,Novo Nordisk A/S,Depression,Prescription
Ibuprostatin,Antidiabetic,Syrup,714 mg,AbbVie Inc.,Fever,Prescription
Cefcillin,Antiseptic,Ointment,332 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Acetophen,Analgesic,Syrup,236 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Acetonazole,Antibiotic,Injection,572 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Claricillin,Antifungal,Capsule,181 mg,Amgen Inc.,Virus,Prescription
Dextromycin,Antidiabetic,Inhaler,3 mg,AstraZeneca plc,Virus,Over-the-Counter
Amoxinazole,Antifungal,Cream,807 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Cefprofen,Antibiotic,Cream,163 mg,Sanofi S.A.,Wound,Over-the-Counter
Clarimet,Antipyretic,Tablet,315 mg,CSL Limited,Diabetes,Prescription
Dextrovir,Antifungal,Ointment,982 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Cefmycin,Antiviral,Cream,202 mg,AbbVie Inc.,Fever,Over-the-Counter
Dolovir,Antifungal,Inhaler,707 mg,AstraZeneca plc,Pain,Over-the-Counter
Metocillin,Antipyretic,Ointment,160 mg,Bayer AG,Fungus,Prescription
Ibuprostatin,Antifungal,Syrup,191 mg,AstraZeneca plc,Virus,Over-the-Counter
Dextronazole,Antidepressant,Inhaler,620 mg,Pfizer Inc.,Virus,Prescription
Cefvir,Antidepressant,Ointment,535 mg,AstraZeneca plc,Pain,Prescription
Dextromycin,Antiseptic,Ointment,702 mg,Amgen Inc.,Diabetes,Over-the-Counter
Cefvir,Antifungal,Inhaler,188 mg,Biogen Inc.,Fungus,Prescription
Acetonazole,Antiviral,Injection,11 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Metoprofen,Antibiotic,Syrup,539 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Claristatin,Antiviral,Drops,96 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Metoprofen,Antiseptic,Tablet,310 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Dextrocillin,Analgesic,Drops,66 mg,AstraZeneca plc,Virus,Over-the-Counter
Metostatin,Antidepressant,Ointment,379 mg,Biogen Inc.,Fever,Prescription
Metomet,Antibiotic,Capsule,55 mg,Bayer AG,Fever,Prescription
Ibuprocillin,Analgesic,Inhaler,531 mg,"Gilead Sciences, Inc.",Pain,Prescription
Metomet,Antiseptic,Tablet,910 mg,AbbVie Inc.,Fungus,Over-the-Counter
Doloprofen,Antiseptic,Drops,260 mg,Amgen Inc.,Pain,Prescription
Clarivir,Antiseptic,Injection,70 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Claristatin,Antiseptic,Cream,799 mg,Novartis AG,Virus,Over-the-Counter
Acetonazole,Antidepressant,Syrup,522 mg,Bristol-Myers Squibb Company,Wound,Prescription
Dolomycin,Analgesic,Tablet,462 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Ibuprocillin,Antidepressant,Drops,98 mg,CSL Limited,Wound,Over-the-Counter
Acetomet,Antibiotic,Cream,654 mg,"Gilead Sciences, Inc.",Pain,Prescription
Amoxicillin,Antipyretic,Cream,514 mg,Pfizer Inc.,Pain,Prescription
Cefmycin,Antibiotic,Tablet,614 mg,Johnson & Johnson,Pain,Prescription
Clariphen,Antifungal,Syrup,943 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Amoxinazole,Antiviral,Inhaler,729 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Ibupromycin,Antidepressant,Injection,115 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Ibuproprofen,Antiviral,Capsule,235 mg,Bristol-Myers Squibb Company,Infection,Prescription
Acetostatin,Antidiabetic,Injection,902 mg,Roche Holding AG,Fever,Prescription
Dolostatin,Analgesic,Inhaler,269 mg,Bayer AG,Diabetes,Over-the-Counter
Acetonazole,Antipyretic,Inhaler,703 mg,Novartis AG,Fever,Prescription
Amoxinazole,Antidepressant,Inhaler,841 mg,AbbVie Inc.,Depression,Prescription
Dextrocillin,Antibiotic,Drops,112 mg,Pfizer Inc.,Depression,Prescription
Amoxiprofen,Analgesic,Capsule,512 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Metostatin,Antipyretic,Capsule,885 mg,"Merck & Co., Inc.",Pain,Prescription
Clariprofen,Antidiabetic,Injection,886 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Dextrostatin,Antidepressant,Inhaler,292 mg,Novo Nordisk A/S,Diabetes,Prescription
Dolostatin,Antidepressant,Capsule,723 mg,Johnson & Johnson,Diabetes,Prescription
Dolocillin,Antipyretic,Injection,473 mg,Novartis AG,Depression,Over-the-Counter
Acetomet,Antidiabetic,Ointment,830 mg,Eli Lilly and Company,Diabetes,Prescription
Metomycin,Antidiabetic,Tablet,793 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Claricillin,Antidepressant,Syrup,479 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Amoxiphen,Antidepressant,Injection,368 mg,Amgen Inc.,Fungus,Prescription
Dolonazole,Antidepressant,Capsule,556 mg,Eli Lilly and Company,Fever,Over-the-Counter
Dolocillin,Antifungal,Tablet,64 mg,"Merck & Co., Inc.",Depression,Prescription
Ibupronazole,Antipyretic,Cream,192 mg,Pfizer Inc.,Pain,Over-the-Counter
Acetomycin,Antidiabetic,Tablet,200 mg,Bayer AG,Diabetes,Over-the-Counter
Dolonazole,Antipyretic,Injection,254 mg,Pfizer Inc.,Virus,Prescription
Ibuprovir,Analgesic,Injection,998 mg,Biogen Inc.,Wound,Prescription
Dextromycin,Antibiotic,Inhaler,440 mg,AbbVie Inc.,Depression,Prescription
Clariprofen,Antidiabetic,Injection,651 mg,Bayer AG,Wound,Over-the-Counter
Cefvir,Antidepressant,Inhaler,590 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Dextrophen,Antiseptic,Tablet,329 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Ibuprostatin,Antibiotic,Syrup,537 mg,Johnson & Johnson,Wound,Over-the-Counter
Dolomet,Antibiotic,Capsule,108 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Dextromycin,Antidepressant,Drops,484 mg,CSL Limited,Depression,Prescription
Acetovir,Antidepressant,Ointment,728 mg,AstraZeneca plc,Depression,Over-the-Counter
Amoxivir,Antidiabetic,Drops,945 mg,AbbVie Inc.,Virus,Over-the-Counter
Ibupromycin,Antiseptic,Tablet,708 mg,Bayer AG,Depression,Prescription
Cefnazole,Antidiabetic,Injection,783 mg,Bayer AG,Infection,Prescription
Amoximet,Antipyretic,Inhaler,434 mg,Bayer AG,Wound,Prescription
Metocillin,Antiviral,Syrup,338 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Amoxiprofen,Analgesic,Cream,353 mg,Roche Holding AG,Depression,Prescription
Ibuproprofen,Antidepressant,Tablet,832 mg,Eli Lilly and Company,Depression,Prescription
Cefmycin,Antidiabetic,Capsule,681 mg,Roche Holding AG,Fever,Prescription
Metoprofen,Antidepressant,Inhaler,656 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Cefmycin,Antiviral,Capsule,940 mg,AbbVie Inc.,Infection,Over-the-Counter
Clarinazole,Antidepressant,Capsule,348 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Amoxicillin,Antipyretic,Cream,334 mg,Novartis AG,Fungus,Prescription
Acetoprofen,Antifungal,Injection,383 mg,Sanofi S.A.,Depression,Prescription
Claricillin,Antiseptic,Tablet,422 mg,Johnson & Johnson,Pain,Over-the-Counter
Dextromet,Antidiabetic,Ointment,724 mg,AbbVie Inc.,Diabetes,Prescription
Dolovir,Antiviral,Ointment,635 mg,"Merck & Co., Inc.",Fever,Prescription
Amoximet,Antipyretic,Syrup,964 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Dolovir,Antidepressant,Ointment,974 mg,Novartis AG,Fungus,Over-the-Counter
Dextroprofen,Antifungal,Ointment,512 mg,Roche Holding AG,Fever,Prescription
Clarimycin,Analgesic,Ointment,991 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Amoxistatin,Antipyretic,Inhaler,72 mg,CSL Limited,Virus,Prescription
Cefcillin,Antiviral,Inhaler,247 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Acetomycin,Antipyretic,Drops,793 mg,Bayer AG,Fungus,Prescription
Acetonazole,Antifungal,Capsule,670 mg,Eli Lilly and Company,Infection,Over-the-Counter
Cefnazole,Antidepressant,Syrup,335 mg,AstraZeneca plc,Infection,Over-the-Counter
Dolocillin,Antibiotic,Syrup,629 mg,Eli Lilly and Company,Depression,Over-the-Counter
Metonazole,Antidepressant,Cream,516 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Acetocillin,Antiseptic,Tablet,384 mg,AstraZeneca plc,Fungus,Over-the-Counter
Dolophen,Antibiotic,Capsule,974 mg,CSL Limited,Fever,Over-the-Counter
Ibupromet,Analgesic,Inhaler,309 mg,AstraZeneca plc,Infection,Over-the-Counter
Dolocillin,Antiviral,Capsule,865 mg,Bayer AG,Fever,Over-the-Counter
Acetostatin,Antiviral,Capsule,344 mg,Biogen Inc.,Wound,Prescription
Clariphen,Antifungal,Injection,751 mg,Roche Holding AG,Wound,Over-the-Counter
Metovir,Antidiabetic,Capsule,782 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Dolovir,Antibiotic,Injection,579 mg,CSL Limited,Fever,Prescription
Clariprofen,Antibiotic,Inhaler,78 mg,Johnson & Johnson,Infection,Prescription
Dolophen,Antifungal,Ointment,552 mg,"Merck & Co., Inc.",Wound,Prescription
Doloprofen,Antidepressant,Drops,384 mg,CSL Limited,Pain,Prescription
Metocillin,Analgesic,Injection,974 mg,Eli Lilly and Company,Depression,Prescription
Dolomet,Antifungal,Cream,397 mg,AbbVie Inc.,Infection,Prescription
Ibupronazole,Antidiabetic,Tablet,76 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Dextronazole,Antiseptic,Tablet,894 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Metovir,Antipyretic,Ointment,811 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Acetostatin,Antidiabetic,Drops,949 mg,Biogen Inc.,Infection,Prescription
Clariprofen,Antiseptic,Injection,785 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Acetocillin,Antidepressant,Drops,714 mg,AbbVie Inc.,Infection,Prescription
Cefprofen,Antiseptic,Injection,625 mg,Roche Holding AG,Depression,Over-the-Counter
Ibupromet,Antidiabetic,Ointment,698 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Dolocillin,Antiviral,Cream,791 mg,CSL Limited,Infection,Over-the-Counter
Amoxiphen,Antibiotic,Ointment,765 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Cefphen,Analgesic,Injection,799 mg,"Merck & Co., Inc.",Diabetes,Prescription
Ibuprostatin,Antipyretic,Syrup,369 mg,Novartis AG,Fever,Prescription
Dextrocillin,Analgesic,Syrup,729 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Metoprofen,Antidepressant,Drops,676 mg,Amgen Inc.,Fever,Prescription
Acetomycin,Antidepressant,Drops,105 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dolonazole,Antipyretic,Capsule,494 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Acetomet,Antiseptic,Tablet,18 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Dextroprofen,Antifungal,Capsule,226 mg,AbbVie Inc.,Depression,Prescription
Acetophen,Antipyretic,Cream,780 mg,AbbVie Inc.,Wound,Prescription
Dolomycin,Antidepressant,Ointment,638 mg,Sanofi S.A.,Pain,Prescription
Acetonazole,Antiviral,Drops,878 mg,Pfizer Inc.,Fever,Over-the-Counter
Doloprofen,Antidepressant,Ointment,567 mg,Johnson & Johnson,Diabetes,Prescription
Dextromycin,Antifungal,Syrup,478 mg,Pfizer Inc.,Fungus,Over-the-Counter
Dextromet,Antiseptic,Tablet,400 mg,Novartis AG,Diabetes,Over-the-Counter
Acetomycin,Antifungal,Inhaler,874 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Dolocillin,Antidiabetic,Inhaler,709 mg,Bristol-Myers Squibb Company,Fever,Prescription
Cefprofen,Antidepressant,Inhaler,513 mg,Sanofi S.A.,Wound,Prescription
Dolophen,Antiviral,Ointment,127 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Acetostatin,Antifungal,Capsule,687 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Dolonazole,Antifungal,Inhaler,599 mg,Bristol-Myers Squibb Company,Depression,Prescription
Ibupromycin,Antidiabetic,Inhaler,688 mg,CSL Limited,Diabetes,Over-the-Counter
Claricillin,Antipyretic,Cream,84 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Dolomycin,Analgesic,Inhaler,343 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Claristatin,Antiseptic,Capsule,677 mg,AbbVie Inc.,Depression,Prescription
Ibuprostatin,Antidiabetic,Ointment,219 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Dolophen,Antiviral,Inhaler,739 mg,AbbVie Inc.,Wound,Over-the-Counter
Dextrocillin,Antipyretic,Inhaler,356 mg,Amgen Inc.,Fever,Prescription
Clariphen,Analgesic,Drops,393 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Clarimycin,Antidepressant,Drops,361 mg,Amgen Inc.,Depression,Over-the-Counter
Dolonazole,Analgesic,Drops,239 mg,Bayer AG,Infection,Over-the-Counter
Clarimycin,Antipyretic,Ointment,28 mg,AbbVie Inc.,Pain,Over-the-Counter
Amoximycin,Antiseptic,Injection,411 mg,GlaxoSmithKline plc,Diabetes,Prescription
Ibuprophen,Antidiabetic,Cream,293 mg,Biogen Inc.,Fever,Over-the-Counter
Cefmycin,Antiviral,Inhaler,31 mg,CSL Limited,Wound,Prescription
Dextromycin,Analgesic,Injection,6 mg,"Gilead Sciences, Inc.",Virus,Prescription
Metonazole,Antiseptic,Capsule,728 mg,Sanofi S.A.,Fever,Over-the-Counter
Ibupromycin,Antiviral,Ointment,105 mg,Roche Holding AG,Fungus,Over-the-Counter
Cefprofen,Antiseptic,Drops,437 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Ibuprostatin,Antidepressant,Capsule,642 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Cefmycin,Antibiotic,Drops,401 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Amoxinazole,Antiseptic,Syrup,621 mg,Biogen Inc.,Wound,Over-the-Counter
Ibupronazole,Antibiotic,Inhaler,525 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Amoxinazole,Antibiotic,Capsule,993 mg,Eli Lilly and Company,Fungus,Prescription
Acetonazole,Antiviral,Tablet,519 mg,Novartis AG,Virus,Prescription
Dextronazole,Antipyretic,Capsule,277 mg,Sanofi S.A.,Fever,Prescription
Cefcillin,Antipyretic,Capsule,152 mg,AbbVie Inc.,Infection,Prescription
Ibupronazole,Antibiotic,Injection,490 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Cefcillin,Antipyretic,Drops,936 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Dextrophen,Antiseptic,Capsule,560 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Amoxinazole,Antidiabetic,Ointment,321 mg,Biogen Inc.,Diabetes,Prescription
Cefvir,Antibiotic,Drops,405 mg,Biogen Inc.,Diabetes,Prescription
Dolophen,Antidiabetic,Syrup,416 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Dolophen,Analgesic,Ointment,133 mg,Eli Lilly and Company,Fever,Over-the-Counter
Dextrocillin,Antibiotic,Cream,515 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Acetomycin,Antiseptic,Inhaler,200 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Ibupromycin,Antibiotic,Injection,276 mg,Bristol-Myers Squibb Company,Virus,Prescription
Acetoprofen,Antiseptic,Syrup,246 mg,AstraZeneca plc,Fever,Prescription
Clariprofen,Antibiotic,Capsule,286 mg,Novartis AG,Wound,Prescription
Metonazole,Analgesic,Cream,174 mg,AstraZeneca plc,Virus,Over-the-Counter
Dolonazole,Antidepressant,Ointment,189 mg,AbbVie Inc.,Depression,Prescription
Ibupronazole,Antifungal,Drops,536 mg,AbbVie Inc.,Wound,Prescription
Cefvir,Antiviral,Tablet,627 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Ibuprocillin,Antidiabetic,Tablet,380 mg,Amgen Inc.,Fungus,Over-the-Counter
Dextrovir,Antipyretic,Syrup,287 mg,Johnson & Johnson,Wound,Over-the-Counter
Acetovir,Antifungal,Cream,52 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Amoximet,Antipyretic,Syrup,467 mg,Bristol-Myers Squibb Company,Pain,Prescription
Metomycin,Antifungal,Cream,957 mg,"Merck & Co., Inc.",Diabetes,Prescription
Cefmycin,Antiviral,Inhaler,75 mg,AbbVie Inc.,Fever,Prescription
Acetocillin,Analgesic,Syrup,970 mg,Eli Lilly and Company,Infection,Prescription
Amoxicillin,Antidiabetic,Capsule,206 mg,Eli Lilly and Company,Wound,Over-the-Counter
Acetostatin,Antibiotic,Tablet,780 mg,Pfizer Inc.,Depression,Over-the-Counter
Dolovir,Antidepressant,Drops,377 mg,CSL Limited,Fungus,Over-the-Counter
Ibupromet,Antiseptic,Syrup,942 mg,Biogen Inc.,Wound,Prescription
Ibupromycin,Antidepressant,Ointment,638 mg,Sanofi S.A.,Fever,Over-the-Counter
Acetomycin,Antidiabetic,Injection,389 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Dextrocillin,Antipyretic,Injection,260 mg,Eli Lilly and Company,Wound,Prescription
Amoxivir,Antipyretic,Ointment,77 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Dolomet,Antiviral,Capsule,776 mg,AbbVie Inc.,Fungus,Prescription
Dolophen,Antipyretic,Capsule,280 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Dextrostatin,Antidiabetic,Injection,293 mg,Roche Holding AG,Virus,Over-the-Counter
Clarimet,Antiviral,Tablet,9 mg,Biogen Inc.,Pain,Prescription
Ibuprophen,Analgesic,Tablet,96 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Clarimet,Antiviral,Ointment,727 mg,AbbVie Inc.,Diabetes,Prescription
Ibupronazole,Antibiotic,Drops,472 mg,"Merck & Co., Inc.",Fever,Prescription
Clarivir,Antidepressant,Ointment,791 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Clarimycin,Antidepressant,Capsule,375 mg,Pfizer Inc.,Diabetes,Prescription
Acetocillin,Antidepressant,Inhaler,313 mg,Roche Holding AG,Fungus,Over-the-Counter
Dolomet,Antifungal,Inhaler,63 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Ibuproprofen,Antiseptic,Injection,830 mg,AstraZeneca plc,Depression,Prescription
Amoxiprofen,Antidepressant,Cream,579 mg,Johnson & Johnson,Fever,Prescription
Ibuprostatin,Antiviral,Cream,293 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Amoximycin,Antidepressant,Capsule,919 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Dextromet,Antidiabetic,Drops,24 mg,Bayer AG,Diabetes,Over-the-Counter
Dolostatin,Antidepressant,Syrup,602 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Cefcillin,Antibiotic,Injection,854 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Acetocillin,Antiviral,Syrup,32 mg,CSL Limited,Fever,Over-the-Counter
Cefvir,Analgesic,Tablet,812 mg,Johnson & Johnson,Wound,Over-the-Counter
